"University","CostIState","CostOState","CollegeType","Undergraduates","EntranceDifficulty","AdmitRate","Applicants","City","State","Region","Starting Median Salary","Mid-Career Median Salary","Mid-Career 10th Percentile Salary","Mid-Career 25th Percentile Salary","Mid-Career 75th Percentile Salary","Mid-Career 90th Percentile Salary"
"kean university",12107,19009,"public",11812,"moderately difficult",0.74,"8785","union","NJ",NA,NA,NA,NA,NA,NA,NA
"ithaca college",42884,42884,"private",6221,"moderately difficult",0.7,"14380","ithaca","NY","Northeastern",42700,87400,50200,62400,128000,174000
"eugene lang college the new school for liberal arts",45928,45928,"private",1663,NA,NA,NA,"new york","NY",NA,NA,NA,NA,NA,NA,NA
"lyndon state college",11730,23898,"public",1323,"moderately difficult",0.93,"1021","lyndonville","VT",NA,NA,NA,NA,NA,NA,NA
"keene state college",13868,22614,"public",4165,"moderately difficult",0.83,"5466","keene","NH",NA,NA,NA,NA,NA,NA,NA
"graceland university",28110,28110,"private",1446,"moderately difficult",0.48,"2440","lamoni","IA",NA,NA,NA,NA,NA,NA,NA
"keuka college",30946,30946,"private",1730,"moderately difficult",0.94,"1996","keuka park","NY",NA,NA,NA,NA,NA,NA,NA
"ferris state university",12180,18270,"public",12866,"minimally difficult",0.78,"10883","big rapids","MI",NA,NA,NA,NA,NA,NA,NA
"evangel university",22745,22745,"private",1464,"moderately difficult",0.75,"1123","springfield","MO",NA,NA,NA,NA,NA,NA,NA
"elizabeth city state university",4985,18129,"public",1310,"moderately difficult",0.54,"1550","elizabeth city","NC",NA,NA,NA,NA,NA,NA,NA
"haverford college",52754,52754,"private",1268,"most difficult",0.21,"4066","haverford","PA",NA,NA,NA,NA,NA,NA,NA
"johnson state college",11730,24690,"public",1458,"moderately difficult",0.86,"1291","johnson","VT",NA,NA,NA,NA,NA,NA,NA
"howard university",25997,25997,"private",6883,"moderately difficult",0.49,"15163","washington","DC","Southern",46900,81800,43300,60000,109000,138000
"western new mexico university",6824,15231,"public",2219,"noncompetitive",1,"788","silver city","NM",NA,NA,NA,NA,NA,NA,NA
"duke university",53500,53500,"private",6639,"most difficult",0.12,"30112","durham","NC","Southern",58900,106000,56000,77400,149000,218000
"fort valley state university",6664,19740,"public",2229,"moderately difficult",0.24,"2228","fort valley","GA",NA,NA,NA,NA,NA,NA,NA
"east carolina university",6972,23249,"public",22969,"moderately difficult",0.7,"17135","greenville","NC","Southern",40200,67500,38400,52000,98700,151000
"eastern mennonite university",35800,35800,"private",1259,"moderately difficult",0.61,"1215","harrisonburg","VA",NA,NA,NA,NA,NA,NA,NA
"hampton university",25442,25442,"private",3836,"moderately difficult",0.65,"11165","hampton","VA",NA,NA,NA,NA,NA,NA,NA
"faulkner university",20970,20970,"private",2583,"minimally difficult",0.45,"2446","montgomery","AL",NA,NA,NA,NA,NA,NA,NA
"grambling state university",7443,16466,"public",3883,"noncompetitive",0.45,"6340","grambling","LA",NA,NA,NA,NA,NA,NA,NA
"florida memorial university",15536,15536,"private",1669,"noncompetitive",0.39,"5286","miami dade","FL",NA,NA,NA,NA,NA,NA,NA
"goldey-beacom college",23850,23850,"private",625,NA,NA,NA,"wilmington","DE",NA,NA,NA,NA,NA,NA,NA
"harding university",19190,19190,"private",4419,"moderately difficult",0.7,"2217","searcy","AR",NA,NA,NA,NA,NA,NA,NA
"fayetteville state university",5183,16791,"public",5543,"minimally difficult",0.57,"4594","fayetteville","NC",NA,NA,NA,NA,NA,NA,NA
"florida agricultural & mechanical university",5827,17768,"public",7769,"moderately difficult",0.31,"6988","tallahassee","FL",NA,NA,NA,NA,NA,NA,NA
"george mason university",11924,34370,"public",23062,NA,NA,NA,"fairfax","VA","Southern",47800,86900,51300,67200,114000,150000
"emory university",49392,49392,"private",6861,"most difficult",0.25,"19924","atlanta","GA","Southern",52000,91600,52500,63300,128000,192000
"florida southern college",34774,34774,"private",2386,"moderately difficult",0.46,"6192","lakeland","FL",NA,NA,NA,NA,NA,NA,NA
"guilford college",34215,34215,"private",1809,"moderately difficult",0.77,"2620","greensboro","NC",NA,NA,NA,NA,NA,NA,NA
"new york institute of technology",35870,35870,"private",3609,"moderately difficult",0.73,"10135","old westbury","NY",NA,NA,NA,NA,NA,NA,NA
"freed-hardeman university",21950,21950,"private",1402,"moderately difficult",0.96,"791","henderson","TN",NA,NA,NA,NA,NA,NA,NA
"gallaudet university",16558,16558,"private",1121,"moderately difficult",0.66,"511","washington","DC",NA,NA,NA,NA,NA,NA,NA
"university of new mexico",7146,22037,"public",20522,"moderately difficult",0.5,"13517","albuquerque","NM","Western",41600,81600,41800,59100,105000,141000
"louisiana state university",11374,28051,"public",26118,"moderately difficult",0.76,"18122","baton rouge","LA","Southern",46900,87800,43700,61300,120000,165000
"university of miami",48484,48484,"private",10849,"very difficult",0.38,"32525","coral gables","FL",NA,NA,NA,NA,NA,NA,NA
"jackson state university",7621,18314,"public",7492,"minimally difficult",0.69,"8516","jackson","MS",NA,NA,NA,NA,NA,NA,NA
"kentucky state university",8184,19638,"public",1568,NA,NA,NA,"frankfort","KY",NA,NA,NA,NA,NA,NA,NA
"lane college",10690,10690,"private",1427,"minimally difficult",0.5,"5311","jackson","TN",NA,NA,NA,NA,NA,NA,NA
"university of maryland baltimore county",11518,25654,"public",11142,"moderately difficult",0.57,"10812","baltimore","MD","Southern",47000,77800,46900,59100,105000,130000
"livingstone college",18154,18154,"private",1175,"minimally difficult",0.72,"3110","salisbury","NC",NA,NA,NA,NA,NA,NA,NA
"morris college",13458,13458,"private",754,"noncompetitive",0.78,"2551","sumter","SC",NA,NA,NA,NA,NA,NA,NA
"maryland institute college of art",46990,46990,"private",1679,"very difficult",0.57,"3475","baltimore","MD",NA,NA,NA,NA,NA,NA,NA
"milligan college",32500,32500,"private",892,"moderately difficult",0.65,"603","milligan college","TN",NA,NA,NA,NA,NA,NA,NA
"mississippi valley state university",6422,6422,"public",2011,"minimally difficult",0.84,"2605","itta bena","MS",NA,NA,NA,NA,NA,NA,NA
"millsaps college",38930,38930,"private",809,"moderately difficult",0.59,"4269","jackson","MS",NA,NA,NA,NA,NA,NA,NA
"mount st. mary's university",40550,40550,"private",1729,"moderately difficult",0.62,"6086","emmitsburg","MD",NA,NA,NA,NA,NA,NA,NA
"mount st. mary's university",40550,40550,"private",2831,NA,NA,NA,"los angeles","CA",NA,NA,NA,NA,NA,NA,NA
"maryville college",34196,34196,"private",1213,"moderately difficult",0.67,"1701","maryville","TN",NA,NA,NA,NA,NA,NA,NA
"rowan university",13422,21890,"public",14363,"moderately difficult",0.58,"13382","glassboro","NJ",NA,NA,NA,NA,NA,NA,NA
"mississippi college",17392,17392,"private",3004,"moderately difficult",0.82,"1958","clinton","MS","Southern",35400,60400,NA,43900,80400,NA
"university of montevallo",12400,25030,"public",2409,"moderately difficult",0.65,"2334","montevallo","AL",NA,NA,NA,NA,NA,NA,NA
"oral roberts university",26792,26792,"private",3288,"moderately difficult",0.21,"2635","tulsa","OK",NA,NA,NA,NA,NA,NA,NA
"goddard college",16260,16260,"private",194,"minimally difficult",0.56,"16","plainfield","VT",NA,NA,NA,NA,NA,NA,NA
"university of nebraska kearney",7326,14106,"public",5056,"moderately difficult",0.85,"2815","kearney","NE",NA,NA,NA,NA,NA,NA,NA
"california institute of the arts",47446,47446,"private",949,"very difficult",0.25,"2145","valencia","CA",NA,NA,NA,NA,NA,NA,NA
"brigham young university",5460,5460,"private",30979,"moderately difficult",0.51,"12739","provo","UT","Western",49400,88600,50600,68500,119000,164000
"mercer university",36000,36000,"private",3046,"moderately difficult",0.69,"4836","macon","GA",NA,NA,NA,NA,NA,NA,NA
"california state university stanislaus",7038,18918,"public",8099,"moderately difficult",0.74,"7618","turlock","CA","California",38000,71400,NA,50500,94100,NA
"baylor university",43970,43970,"private",14348,"moderately difficult",0.4,"34636","waco","TX","Southern",48300,88600,46300,60700,130000,2e+05
"southern university new orleans",6743,15644,"public",2590,"noncompetitive",0.79,"801","new orleans","LA",NA,NA,NA,NA,NA,NA,NA
"california state university san bernardino",6871,18751,"public",18453,"moderately difficult",0.58,"15740","san bernardino","CA",NA,NA,NA,NA,NA,NA,NA
"spalding university",24000,24000,"private",1316,"moderately difficult",0.51,"990","louisville","KY",NA,NA,NA,NA,NA,NA,NA
"california state polytechnic university pomona",7297,19177,"public",23733,"moderately difficult",0.59,"32920","pomona","CA",NA,NA,NA,NA,NA,NA,NA
"norfolk state university",9036,21238,"public",5356,"moderately difficult",0.67,"2817","norfolk","VA",NA,NA,NA,NA,NA,NA,NA
"california state university los angeles",6632,18512,"public",20668,"moderately difficult",0.61,"31011","los angeles","CA",NA,NA,NA,NA,NA,NA,NA
"felician college",33750,33750,"private",1648,"moderately difficult",0.79,"2173","lodi","NJ",NA,NA,NA,NA,NA,NA,NA
"boise state university",7326,22642,"public",20209,"moderately difficult",0.82,"8330","boise","ID","Western",40800,69500,37400,48700,87500,110000
"california state university chico",7348,19228,"public",16471,"moderately difficult",0.67,"23124","chico","CA","California",47400,88100,46800,62800,122000,154000
"benedictine college",28480,28480,"private",2133,"minimally difficult",0.98,"2182","atchison","KS",NA,NA,NA,NA,NA,NA,NA
"nicholls state university",7916,9009,"public",5695,"noncompetitive",0.88,"2424","thibodaux","LA",NA,NA,NA,NA,NA,NA,NA
"university of louisiana lafayette",10592,24320,"public",15870,"moderately difficult",0.55,"10899","lafayette","LA","Southern",41100,76300,42000,54500,107000,163000
"southern university & agricultural & mechanical college",8666,16016,"public",6459,"moderately difficult",0.57,"2943","baton rouge","LA",NA,NA,NA,NA,NA,NA,NA
"meredith college",35916,35916,"private",1685,"moderately difficult",0.61,"1923","raleigh","NC",NA,NA,NA,NA,NA,NA,NA
"fairleigh dickinson university metropolitan campus",39446,39446,"private",5357,"moderately difficult",0.77,"4095","teaneck","NJ",NA,NA,NA,NA,NA,NA,NA
"university of california berkeley",13928,41942,"public",27496,NA,0.15,"78924","berkeley","CA","California",59900,112000,59500,81000,149000,201000
"university of california san diego",14028,42042,"public",28127,"very difficult",0.36,"84209","la jolla","CA","California",51100,101000,51700,75400,131000,177000
"north carolina central university",6282,18989,"public",6285,"minimally difficult",0.67,"8614","durham","NC",NA,NA,NA,NA,NA,NA,NA
"university of california los angeles",13749,41763,"public",30873,"very difficult",0.18,"97121","los angeles","CA","California",52600,101000,51300,72500,139000,193000
"new mexico state university",7122,22701,"public",12027,"moderately difficult",0.6,"7618","las cruces","NM","Western",44300,79500,37400,53800,102000,131000
"curry college",38596,38596,"private",2688,"moderately difficult",0.89,"6143","milton","MA",NA,NA,NA,NA,NA,NA,NA
"arizona state university",10792,27372,"public",42477,"moderately difficult",0.83,"24764","tempe","AZ","Western",47400,84100,44600,60700,114000,163000
"lubbock christian university",21794,21794,"private",1471,"moderately difficult",1,"815","lubbock","TX",NA,NA,NA,NA,NA,NA,NA
"dallas baptist university",27480,27480,"private",3223,"moderately difficult",0.43,"3259","dallas","TX","Southern",39400,60200,38500,50300,81800,98100
"idaho state university",7166,21942,"public",11087,"minimally difficult",1,"2950","pocatello","ID","Western",44900,73400,35400,49600,101000,143000
"university of hawaii",11732,33764,"public",13132,"moderately difficult",0.8,"7861","honolulu","HI","Western",43800,76000,40400,56300,104000,128000
"hastings college",29200,29200,"private",1183,"moderately difficult",0.71,"1688","hastings","NE",NA,NA,NA,NA,NA,NA,NA
"university of houston clear lake",8188,23668,"public",5570,"minimally difficult",0.95,"1056","houston","TX",NA,NA,NA,NA,NA,NA,NA
"huston-tillotson university",14346,14346,"private",965,"moderately difficult",0.36,"2423","austin","TX",NA,NA,NA,NA,NA,NA,NA
"university of hawaii hilo",7662,20622,"public",3362,"moderately difficult",0.71,"1679","hilo","HI",NA,NA,NA,NA,NA,NA,NA
"howard payne university",27690,27690,"private",1098,"moderately difficult",0.88,"953","brownwood","TX",NA,NA,NA,NA,NA,NA,NA
"lamar university",10111,22561,"public",9326,"minimally difficult",0.76,"5613","beaumont","TX","Southern",46500,79400,38700,51600,114000,158000
"john f. kennedy university",17721,17721,"private",287,"noncompetitive",NA,NA,"pleasant hill","CA",NA,NA,NA,NA,NA,NA,NA
"colorado mesa university",8972,21782,"public",9595,"minimally difficult",0.83,"7152","grand junction","CO",NA,NA,NA,NA,NA,NA,NA
"midamerica nazarene university",29670,29670,"private",1309,"minimally difficult",0.52,"1077","olathe","KS",NA,NA,NA,NA,NA,NA,NA
"university of nebraska",8901,24201,"public",20182,"moderately difficult",0.76,"9724","lincoln","NE","Midwestern",45700,80900,42200,56600,113000,156000
"langston university",5950,13299,"public",2160,"moderately difficult",0.61,"9244","langston","OK",NA,NA,NA,NA,NA,NA,NA
"hope international university",31800,31800,"private",853,"moderately difficult",0.32,"1006","fullerton","CA",NA,NA,NA,NA,NA,NA,NA
"northern arizona university",11059,24841,"public",26506,"moderately difficult",0.78,"36511","flagstaff","AZ",NA,NA,NA,NA,NA,NA,NA
"mills college",46236,46236,"private",819,"moderately difficult",0.84,"1052","oakland","CA",NA,NA,NA,NA,NA,NA,NA
"minot state university",6810,6810,"public",3136,"moderately difficult",0.6,"846","minot","ND",NA,NA,NA,NA,NA,NA,NA
"mount st. mary's university",39608,39608,"private",1729,"moderately difficult",0.62,"6086","emmitsburg","MD",NA,NA,NA,NA,NA,NA,NA
"mount st. mary's university",39608,39608,"private",2831,NA,NA,NA,"los angeles","CA",NA,NA,NA,NA,NA,NA,NA
"nebraska wesleyan university",32774,32774,"private",1816,"moderately difficult",0.74,"1803","lincoln","NE",NA,NA,NA,NA,NA,NA,NA
"national university",16350,16350,"private",8314,"noncompetitive",NA,NA,"la jolla","CA",NA,NA,NA,NA,NA,NA,NA
"northern state university",8280,11209,"public",3075,"minimally difficult",0.89,"959","aberdeen","SD",NA,NA,NA,NA,NA,NA,NA
"pepperdine university",51992,51992,"private",3542,"very difficult",0.37,"11111","malibu","CA",NA,NA,NA,NA,NA,NA,NA
"university of northern colorado",9545,21131,"public",9503,"moderately difficult",0.9,"6784","greeley","CO",NA,NA,NA,NA,NA,NA,NA
"montana state university northern",5861,18061,"public",1208,"moderately difficult",0.64,"378","havre","MT",NA,NA,NA,NA,NA,NA,NA
"peru state college",7226,7256,"public",2094,"noncompetitive",0.49,"869","peru","NE",NA,NA,NA,NA,NA,NA,NA
"university of redlands",48072,48072,"private",3493,"moderately difficult",0.68,"4790","redlands","CA",NA,NA,NA,NA,NA,NA,NA
"northwest nazarene university",29000,29000,"private",1517,"moderately difficult",0.55,"1589","nampa","ID",NA,NA,NA,NA,NA,NA,NA
"pacific union college",29469,29469,"private",1550,"moderately difficult",0.45,"2041","angwin","CA",NA,NA,NA,NA,NA,NA,NA
"pitzer college",52236,52236,"private",1089,"very difficult",0.14,"4142","claremont","CA",NA,NA,NA,NA,NA,NA,NA
"occidental college",52838,52838,"private",2062,"very difficult",0.46,"6409","los angeles","CA","California",51900,105000,NA,54800,157000,NA
"san francisco art institute",44778,44778,"private",338,"moderately difficult",0.38,"492","san francisco","CA",NA,NA,NA,NA,NA,NA,NA
"st. john's college",52320,52320,"private",122,"moderately difficult",0.68,"90","springfield","IL",NA,NA,NA,NA,NA,NA,NA
"st. john's college",52320,52320,"private",326,"moderately difficult",0.63,"298","santa fe","NM",NA,NA,NA,NA,NA,NA,NA
"st. john's college",52320,52320,"private",434,"moderately difficult",0.53,"612","annapolis","MD",NA,NA,NA,NA,NA,NA,NA
"seattle pacific university",40893,40893,"private",3095,"moderately difficult",0.87,"4034","seattle","WA",NA,NA,NA,NA,NA,NA,NA
"samuel merritt university",45491,45491,"private",738,NA,NA,NA,"oakland","CA",NA,NA,NA,NA,NA,NA,NA
"university of san francisco",46250,46250,"private",6745,"moderately difficult",0.71,"15441","san francisco","CA",NA,NA,NA,NA,NA,NA,NA
"tarleton state university",8903,20886,"public",11463,"moderately difficult",0.74,"6433","stephenville","TX","Southern",40800,62400,32100,47400,80400,126000
"university of south dakota",8772,12020,"public",7500,"moderately difficult",0.88,"3607","vermillion","SD",NA,NA,NA,NA,NA,NA,NA
"vanguard university of southern california",32430,32430,"private",1881,"moderately difficult",0.58,"1352","costa mesa","CA",NA,NA,NA,NA,NA,NA,NA
"university of southern california",54323,54323,"private",18794,"most difficult",0.17,"54280","los angeles","CA","California",54800,99600,49700,73800,140000,201000
"texas southern university",9173,21623,"public",6915,"noncompetitive",0.51,"10239","houston","TX",NA,NA,NA,NA,NA,NA,NA
"woodbury university",38460,38460,"private",1135,"moderately difficult",0.66,"1487","burbank","CA",NA,NA,NA,NA,NA,NA,NA
"texas woman's university",9366,21816,"public",10408,"minimally difficult",0.86,"5414","denton","TX",NA,NA,NA,NA,NA,NA,NA
"whittier college",46310,46310,"private",1615,"moderately difficult",0.69,"5146","whittier","CA",NA,NA,NA,NA,NA,NA,NA
"southwestern college",28750,28750,"private",1226,"minimally difficult",0.92,"395","winfield","KS",NA,NA,NA,NA,NA,NA,NA
"colorado state university pueblo",10090,25548,"public",5006,"moderately difficult",0.96,"6178","pueblo","CO",NA,NA,NA,NA,NA,NA,NA
"utah state university",7174,20726,"public",24838,"moderately difficult",0.9,"15401","logan","UT","Western",43800,78700,41600,55400,101000,132000
"westminster college",33040,33040,"private",1168,"moderately difficult",0.91,"2125","new wilmington","PA",NA,NA,NA,NA,NA,NA,NA
"westminster college",33040,33040,"private",2127,"moderately difficult",0.94,"1938","salt lake city","UT",NA,NA,NA,NA,NA,NA,NA
"westminster college",33040,33040,"private",940,"moderately difficult",0.64,"1789","fulton","MO",NA,NA,NA,NA,NA,NA,NA
"southern methodist university",52498,52498,"private",6521,"moderately difficult",0.49,"13250","dallas","TX",NA,NA,NA,NA,NA,NA,NA
"fordham university",50986,50986,"private",9258,"very difficult",0.48,"42811","new york","NY","Northeastern",47800,99900,48600,65900,142000,198000
"baruch college",7061,17931,"public",15210,"very difficult",0.31,"20789","new york","NY",NA,NA,NA,NA,NA,NA,NA
"concordia college new york",31600,31600,"private",1185,"moderately difficult",0.71,"974","bronxville","NY",NA,NA,NA,NA,NA,NA,NA
"lehman college",7010,17880,"public",11477,"moderately difficult",0.32,"14318","bronx","NY",NA,NA,NA,NA,NA,NA,NA
"wichita state university",8094,17052,"public",11823,"noncompetitive",0.96,"6306","wichita","KS",NA,NA,NA,NA,NA,NA,NA
"covenant college",33170,33170,"private",1044,"moderately difficult",0.94,"615","lookout mountain","GA",NA,NA,NA,NA,NA,NA,NA
"kentucky christian university",19256,19256,"private",602,"moderately difficult",0.48,"886","grayson","KY",NA,NA,NA,NA,NA,NA,NA
"dickinson college",52955,52955,"private",2420,"very difficult",0.43,"6172","carlisle","PA",NA,NA,NA,NA,NA,NA,NA
"tabor college",27220,27220,"private",670,"moderately difficult",0.56,"631","hillsboro","KS",NA,NA,NA,NA,NA,NA,NA
"golden gate university",15584,15584,"private",458,"moderately difficult",NA,NA,"san francisco","CA",NA,NA,NA,NA,NA,NA,NA
"mcpherson college",28569,28569,"private",637,"moderately difficult",0.63,"887","mcpherson","KS",NA,NA,NA,NA,NA,NA,NA
"texas a&m university commerce",8723,21173,"public",7605,"moderately difficult",0.45,"7986","commerce","TX",NA,NA,NA,NA,NA,NA,NA
"concordia university irvine",34100,34100,"private",1925,"moderately difficult",0.65,"3839","irvine","CA",NA,NA,NA,NA,NA,NA,NA
"eastern washington university",7085,23837,"public",11217,NA,NA,NA,"cheney","WA","Western",38600,70900,36000,50500,93100,117000
"fresno pacific university",30458,30458,"private",2439,"moderately difficult",0.68,"644","fresno","CA",NA,NA,NA,NA,NA,NA,NA
"queens college",7138,18008,"public",16326,"very difficult",0.41,"18142","queens","NY",NA,NA,NA,NA,NA,NA,NA
"doane college",32250,32250,"private",1047,NA,NA,NA,"crete","NE",NA,NA,NA,NA,NA,NA,NA
"southern new hampshire university",31136,31136,"private",3020,"moderately difficult",0.93,"4207","manchester","NH",NA,NA,NA,NA,NA,NA,NA
"university of the sacred heart",7200,7200,"private",4635,"moderately difficult",0.35,"5261","san juan","PR",NA,NA,NA,NA,NA,NA,NA
"saint mary's college of california",45686,45686,"private",2802,"moderately difficult",0.8,"4711","moraga","CA",NA,NA,NA,NA,NA,NA,NA
"pontifical catholic university of puerto rico",5370,5370,"private",5371,"moderately difficult",0.83,"1798","ponce","PR",NA,NA,NA,NA,NA,NA,NA
"university of texas el paso",7651,21396,"public",20521,"minimally difficult",1,"8684","el paso","TX","Southern",43400,72100,37700,50400,99500,133000
"university of puerto rico bayamon",2022,2022,"public",4927,"very difficult",0.23,"5443","bayam<f3>n","PR",NA,NA,NA,NA,NA,NA,NA
"franklin & marshall college",54580,54580,"private",2255,"very difficult",0.36,"6953","lancaster","PA","Northeastern",49100,92800,NA,55800,185000,NA
"universidad adventista de las antillas",6570,6570,"private",1256,"minimally difficult",0.81,"513","mayag<fc>ez","PR",NA,NA,NA,NA,NA,NA,NA
"university of puerto rico cayey",NA,NA,"public",3830,"moderately difficult",0.78,"2471","cayey","PR",NA,NA,NA,NA,NA,NA,NA
"lincoln university",11379,16389,"public",2618,"noncompetitive",0.52,"5077","jefferson city","MO",NA,NA,NA,NA,NA,NA,NA
"lincoln university",11379,16389,"public",1824,"minimally difficult",0.87,"3685","lincoln university","PA",NA,NA,NA,NA,NA,NA,NA
"lincoln university",11379,16389,"private",252,"minimally difficult",0.81,"276","oakland","CA",NA,NA,NA,NA,NA,NA,NA
"university of puerto rico ponce",2048,2048,"public",3229,"moderately difficult",0.74,"1222","ponce","PR",NA,NA,NA,NA,NA,NA,NA
"jacksonville university",35260,35260,"private",2889,"moderately difficult",0.49,"5506","jacksonville","FL","Southern",46700,66200,36700,47200,88500,121000
"university of puerto rico arecibo",2048,2048,"public",4352,"very difficult",0.47,"2588","arecibo","PR",NA,NA,NA,NA,NA,NA,NA
"california baptist university",32566,32566,"private",6937,"moderately difficult",0.64,"4971","riverside","CA",NA,NA,NA,NA,NA,NA,NA
"university of puerto rico mayaguez",NA,NA,"public",12758,"moderately difficult",0.77,"3275","mayag<fc>ez","PR",NA,NA,NA,NA,NA,NA,NA
"georgetown university",52300,52300,"private",7453,"most difficult",0.17,"19997","washington","DC","Southern",55000,110000,60300,85800,174000,248000
"ball state university",9774,25942,"public",17011,NA,NA,NA,"muncie","IN","Midwestern",39100,64500,35500,48200,89300,128000
"aquinas college",31244,31244,"private",1654,"moderately difficult",0.91,"1706","grand rapids","MI",NA,NA,NA,NA,NA,NA,NA
"aquinas college",31244,31244,"private",337,"minimally difficult",0.52,"183","nashville","TN",NA,NA,NA,NA,NA,NA,NA
"ashland university",20700,20700,"private",4536,"moderately difficult",0.67,"3443","ashland","OH",NA,NA,NA,NA,NA,NA,NA
"alverno college",28277,28277,"private",1413,"moderately difficult",0.74,"698","milwaukee","WI",NA,NA,NA,NA,NA,NA,NA
"augsburg college",37615,37615,"private",2550,"moderately difficult",0.45,"3487","minneapolis","MN",NA,NA,NA,NA,NA,NA,NA
"baldwin wallace university",31668,31668,"private",3305,"moderately difficult",0.6,"4515","berea","OH",NA,NA,NA,NA,NA,NA,NA
"adrian college",36010,36010,"private",1647,"moderately difficult",0.56,"4675","adrian","MI",NA,NA,NA,NA,NA,NA,NA
"canisius college",36454,36454,"private",2595,"moderately difficult",0.78,"4620","buffalo","NY",NA,NA,NA,NA,NA,NA,NA
"lewis & clark college",48988,48988,"private",2134,"very difficult",0.55,"7796","portland","OR","Western",38900,72600,38200,53400,104000,140000
"murray state university",8340,22728,"public",8886,"moderately difficult",0.85,"6479","murray","KY",NA,NA,NA,NA,NA,NA,NA
"carroll college",34480,34480,"private",1373,"moderately difficult",0.71,"3005","helena","MT",NA,NA,NA,NA,NA,NA,NA
"curtis institute of music",NA,NA,"private",135,"most difficult",NA,NA,"philadelphia","PA",NA,NA,NA,NA,NA,NA,NA
"new jersey institute of technology",16898,31918,"public",8008,"moderately difficult",0.61,"6045","newark","NJ",NA,NA,NA,NA,NA,NA,NA
"niagara university",31950,31950,"private",3136,"moderately difficult",0.83,"3359","niagara university","NY","Northeastern",36900,69700,44000,57000,92000,128000
"nyack college",25350,25350,"private",1451,"minimally difficult",1,"455","nyack","NY",NA,NA,NA,NA,NA,NA,NA
"elon university",34273,34273,"private",6008,"moderately difficult",0.6,"10098","elon","NC",NA,NA,NA,NA,NA,NA,NA
"emory & henry college",35050,35050,"private",1024,NA,0.7,"1455","emory","VA",NA,NA,NA,NA,NA,NA,NA
"ferrum college",33025,33025,"private",1451,"minimally difficult",0.73,"3286","ferrum","VA",NA,NA,NA,NA,NA,NA,NA
"fisk university",21480,21480,"private",805,"moderately difficult",0.81,"3004","nashville","TN",NA,NA,NA,NA,NA,NA,NA
"georgia state university",10858,29432,"public",25455,"moderately difficult",0.53,"17467","atlanta","GA","Southern",41800,74000,43000,55300,99900,145000
"university of colorado boulder",12086,36220,"public",27846,"moderately difficult",0.77,"34047","boulder","CO","Western",47100,97600,51600,69000,128000,187000
"university of dallas",38716,38716,"private",1342,"moderately difficult",0.64,"2228","irving","TX",NA,NA,NA,NA,NA,NA,NA
"friends university",27565,27565,"private",1192,"moderately difficult",0.55,"749","wichita","KS",NA,NA,NA,NA,NA,NA,NA
"five towns college",19380,19380,"private for profit",654,"moderately difficult",0.62,"382","dix hills","NY",NA,NA,NA,NA,NA,NA,NA
"edward waters college",13725,13725,"private",751,"noncompetitive",0.23,"1611","jacksonville","FL",NA,NA,NA,NA,NA,NA,NA
"hellenic college",22490,22490,"private",92,"minimally difficult",0.65,"68","brookline","MA",NA,NA,NA,NA,NA,NA,NA
"judson college",17896,17896,"private",374,"moderately difficult",0.63,"329","marion","AL",NA,NA,NA,NA,NA,NA,NA
"kansas city art institute",37800,37800,"private",635,"moderately difficult",0.65,"778","kansas city","MO",NA,NA,NA,NA,NA,NA,NA
"philander smith college",12414,12414,"private",765,"minimally difficult",0.52,"3330","little rock","AR",NA,NA,NA,NA,NA,NA,NA
"empire state college",7185,16835,"public",10191,"noncompetitive",0.76,"904","saratoga springs","NY",NA,NA,NA,NA,NA,NA,NA
"cumberland university",21810,21810,"private",1254,"moderately difficult",0.46,"713","lebanon","TN",NA,NA,NA,NA,NA,NA,NA
"lourdes university",21540,21540,"private",1125,"moderately difficult",0.89,"919","sylvania","OH",NA,NA,NA,NA,NA,NA,NA
"thomas edison state college",7300,9820,"public",16506,"noncompetitive",NA,NA,"trenton","NJ",NA,NA,NA,NA,NA,NA,NA
"union institute & university",16076,16076,"private",837,"noncompetitive",NA,NA,"cincinnati","OH",NA,NA,NA,NA,NA,NA,NA
"university of pittsburgh greensburg",13870,25114,"public",1520,"moderately difficult",0.76,"2670","greensburg","PA",NA,NA,NA,NA,NA,NA,NA
"loma linda university",33932,33932,"private",1232,NA,NA,NA,"loma linda","CA",NA,NA,NA,NA,NA,NA,NA
"concordia university texas",30600,30600,"private",1567,"moderately difficult",0.83,"853","austin","TX",NA,NA,NA,NA,NA,NA,NA
"athens state university",6690,12630,"public",3025,"noncompetitive",NA,NA,"athens","AL",NA,NA,NA,NA,NA,NA,NA
"brewton-parker college",18190,18190,"private",666,"minimally difficult",NA,NA,"mt vernon","GA",NA,NA,NA,NA,NA,NA,NA
"life university",11715,11715,"private",718,"minimally difficult",0.92,"280","marietta","GA",NA,NA,NA,NA,NA,NA,NA
"rush university",24630,24630,"private",166,"moderately difficult",0.37,"398","chicago","IL",NA,NA,NA,NA,NA,NA,NA
"indiana university east",7207,19038,"public",4287,"moderately difficult",0.6,"1226","richmond","IN",NA,NA,NA,NA,NA,NA,NA
"louisiana state university health sciences center",6923,13705,"public",873,NA,NA,NA,"new orleans","LA",NA,NA,NA,NA,NA,NA,NA
"bay path college",33557,33557,"private",1893,"moderately difficult",0.6,"1542","longmeadow","MA",NA,NA,NA,NA,NA,NA,NA
